Gene	sgRNA	mock_day12|beta	mock_day12|z	mock_day12|p-value	mock_day12|fdr	mock_day12|wald-p-value	mock_day12|wald-fdr	myci_Day12|beta	myci_Day12|z	myci_Day12|p-value	myci_Day12|fdr	myci_Day12|wald-p-value	myci_Day12|wald-fdr	z_Difference	beta_difference
Coq3	5	-1.0008	-2.9029	0.017776	0.21104	0.0036976	0.049737	-1.2946	-3.7335	0.0038019	0.072125	0.00018885	0.0044734	-0.8306	-0.2938
Jtb	5	-0.44861	-1.9786	0.22996	0.73799	0.047865	0.38897	-0.74218	-3.2721	0.058878	0.41155	0.0010674	0.0174	-1.2935	-0.29357
Olfr1487	1	0.34607	1.1243	0.28797	0.8026	0.2609	0.76606	0.052543	0.17069	0.92571	0.99574	0.86446	0.95942	-0.95361	-0.293527
Gnb2	5	0.03165	0.24092	0.71661	0.97826	0.80961	0.94579	-0.25945	-1.9748	0.44945	0.92026	0.048293	0.39611	-2.21572	-0.2911
Ecsit	5	-0.23264	-1.1093	0.50067	0.9203	0.2673	0.77124	-0.52347	-2.4899	0.16477	0.66137	0.012778	0.13343	-1.3806	-0.29083
Srd5a3	5	-1.465	-4.1147	0.0016441	0.041131	3.88E-05	0.0013618	-1.7537	-4.9122	0.00035964	0.015909	9.01E-07	0.00011315	-0.7975	-0.2887
Mrrf	5	-0.40532	-2.0034	0.2704	0.78693	0.045135	0.37225	-0.69344	-3.4244	0.075832	0.47038	0.00061624	0.011252	-1.421	-0.28812
Adam23	5	0.066021	0.42299	0.57496	0.94671	0.6723	0.90448	-0.22205	-1.4223	0.50976	0.93745	0.15494	0.69811	-1.84529	-0.288071
Uqcrb	3	-1.0491	-2.6103	0.052456	0.37958	0.0090466	0.10394	-1.3367	-3.3226	0.015619	0.19375	0.00089172	0.015145	-0.7123	-0.2876
Lrrc57	5	0.38326	0.93576	0.01007	0.14307	0.3494	0.79386	0.097459	0.23728	0.48972	0.93195	0.81244	0.94222	-0.69848	-0.285801
Gm10972	1	-0.48738	-1.0675	0.26865	0.78642	0.28575	0.77902	-0.77226	-1.6915	0.16595	0.66406	0.090746	0.58216	-0.624	-0.28488
Man1a2	5	-0.59135	-2.3356	0.1249	0.57223	0.019513	0.19377	-0.87578	-3.4438	0.031289	0.29534	0.00057365	0.010675	-1.1082	-0.28443
Ndufc2	5	-1.0225	-2.8117	0.016235	0.19962	0.0049277	0.063058	-1.3065	-3.5747	0.0036478	0.071142	0.0003506	0.0072136	-0.763	-0.284
Pdhb	5	-0.6494	-2.3376	0.0933	0.50543	0.019408	0.19291	-0.93309	-3.3514	0.023993	0.2545	0.0008041	0.013917	-1.0138	-0.28369
Suz12	5	0.58527	1.1219	0.00010275	0.0053191	0.26192	0.76663	0.30222	0.5792	0.056052	0.40155	0.56245	0.8508	-0.5427	-0.28305
Trdn	5	0.21509	1.7038	0.1344	0.59159	0.088427	0.5783	-0.06719	-0.53185	0.89314	0.99417	0.59483	0.86408	-2.23565	-0.28228
Spcs2	5	-1.1392	-3.2103	0.0089396	0.13252	0.0013262	0.021727	-1.4209	-3.9914	0.0019523	0.045455	6.57E-05	0.0020193	-0.7811	-0.2817
Mif	1	-0.89323	-1.2308	0.14488	0.60855	0.21839	0.7492	-1.1737	-1.6174	0.10902	0.55765	0.10579	0.62117	-0.3866	-0.28047
Dpm3	5	-0.54006	-2.3932	0.15608	0.63181	0.016703	0.17156	-0.81984	-3.6309	0.040588	0.34468	0.0002824	0.0061209	-1.2377	-0.27978
Papln	5	0.21581	1.179	0.13332	0.5895	0.2384	0.75893	-0.063062	-0.34439	0.9068	0.99417	0.73055	0.91174	-1.52339	-0.278872
Ldlr	5	-0.091486	-0.51086	0.83143	0.99117	0.60945	0.88295	-0.36959	-2.0597	0.30297	0.82644	0.039426	0.33986	-1.54884	-0.278104
Mrpl44	5	-1.5634	-3.9665	0.00092478	0.025788	7.29E-05	0.0021736	-1.8399	-4.6566	0.00010275	0.0053476	3.22E-06	0.0002464	-0.6901	-0.2765
Rpl13	5	-2.1673	-5.1314	0	0	2.88E-07	4.55E-05	-2.4436	-5.7771	0	0	7.60E-09	6.73E-06	-0.6457	-0.2763
Pxn	5	-0.62303	-2.6487	0.10774	0.541	0.00808	0.094913	-0.89866	-3.8175	0.027589	0.27342	0.00013481	0.0034708	-1.1688	-0.27563
Olfr472	2	0.18683	0.90595	0.42967	0.89101	0.36496	0.80037	-0.088697	-0.42997	0.74337	0.9854	0.66722	0.89061	-1.33592	-0.275527
Tomm22	5	-1.74	-4.8725	0.00041102	0.016393	1.10E-06	0.00010781	-2.0152	-5.63	0	0	1.80E-08	1.15E-05	-0.7575	-0.2752
Olfr228	1	0.2524	0.85737	0.45289	0.90059	0.39124	0.80713	-0.02257	-0.076666	0.89149	0.99417	0.93889	0.98257	-0.934036	-0.27497
Spanxn4	1	0.19574	0.63114	0.57794	0.94729	0.52795	0.85551	-0.079144	-0.25519	0.75986	0.98712	0.79858	0.93721	-0.88633	-0.274884
Aurkb	5	-1.3817	-3.3885	0.0024661	0.054237	0.00070284	0.013154	-1.6564	-4.0512	0.00046239	0.016981	5.10E-05	0.0016784	-0.6627	-0.2747
Sepsecs	5	-0.97515	-2.3724	0.019729	0.22209	0.017672	0.17887	-1.249	-3.0232	0.0050863	0.089189	0.0025014	0.035151	-0.6508	-0.27385
Olfr378	3	0.29906	0.80476	0.10897	0.54357	0.42096	0.81805	0.02591	0.069453	0.86025	0.99376	0.94463	0.98435	-0.735307	-0.27315
Zfp9	5	0.22529	1.1754	0.11858	0.56283	0.23985	0.76146	-0.047796	-0.24933	0.95772	0.99816	0.80311	0.93867	-1.42473	-0.273086
Il1rn	5	0.093697	0.48685	0.4702	0.91088	0.62637	0.88975	-0.17896	-0.92836	0.59458	0.96243	0.35322	0.76648	-1.41521	-0.272657
Trim21	5	0.36363	1.438	0.01418	0.18158	0.15044	0.70016	0.091026	0.35996	0.51259	0.93769	0.71888	0.90748	-1.07804	-0.272604
Axl	5	0.30594	1.69	0.037454	0.32371	0.091023	0.58525	0.033771	0.18653	0.73233	0.98337	0.85203	0.95562	-1.50347	-0.272169
Arid2	5	-0.44704	-1.918	0.23135	0.73934	0.055117	0.4286	-0.71864	-3.0823	0.067509	0.43932	0.0020542	0.029662	-1.1643	-0.2716
Pdha1	5	-0.1637	-1	0.6342	0.96388	0.31731	0.78516	-0.43409	-2.6514	0.23731	0.75895	0.0080164	0.090874	-1.6514	-0.27039
Slc25a51	5	-0.66379	-2.5339	0.087084	0.49045	0.011279	0.12445	-0.9338	-3.5573	0.023993	0.2545	0.00037467	0.0076043	-1.0234	-0.27001
Mcat	5	-0.93979	-3.293	0.022965	0.2436	0.0009911	0.01716	-1.2088	-4.2333	0.0064221	0.10504	2.30E-05	0.00094437	-0.9403	-0.26901
Isca2	5	-1.0928	-2.9627	0.010789	0.15	0.0030499	0.042493	-1.3615	-3.6831	0.002723	0.058114	0.00023039	0.0052387	-0.7204	-0.2687
Yy1	5	-0.88084	-2.5558	0.030518	0.28849	0.010595	0.11817	-1.1491	-3.3312	0.0083231	0.12301	0.00086468	0.014789	-0.7754	-0.26826
A330017A19Rik	2	0.35873	0.60671	0.1212	0.56687	0.54404	0.86072	0.090792	0.15246	0.72996	0.98337	0.87882	0.96341	-0.45425	-0.267938
Cenpj	5	0.095347	0.57715	0.46337	0.90626	0.56384	0.86528	-0.17208	-1.0415	0.60758	0.96568	0.29765	0.75095	-1.61865	-0.267427
Csmd3	5	0.21258	1.0616	0.13851	0.59774	0.28841	0.77925	-0.054757	-0.27289	0.93496	0.99612	0.78494	0.9325	-1.33449	-0.267337
Colq	5	0.19303	1.6723	0.17756	0.66551	0.094458	0.59709	-0.073854	-0.63952	0.87212	0.99376	0.52249	0.83479	-2.31182	-0.266884
Dnajb9	5	-0.35298	-1.6198	0.32799	0.83659	0.10527	0.6276	-0.61964	-2.841	0.10753	0.554	0.0044969	0.055892	-1.2212	-0.26666
Gm11214	2	0.19344	0.95406	0.4141	0.88375	0.34005	0.79049	-0.072704	-0.35858	0.7853	0.98842	0.71991	0.90806	-1.31264	-0.266144
Usp34	5	-0.16181	-0.93642	0.63846	0.96388	0.34906	0.79386	-0.42736	-2.472	0.24383	0.76561	0.013435	0.13932	-1.53558	-0.26555
Gm17387	1	0.46588	0.51403	0.15177	0.62302	0.60723	0.88246	0.2009	0.22168	0.56484	0.95484	0.82456	0.94637	-0.29235	-0.26498
Smg7	5	-0.56389	-2.1974	0.14026	0.60154	0.02799	0.25845	-0.8287	-3.2265	0.038635	0.33201	0.0012533	0.019769	-1.0291	-0.26481
Olfr597	1	0.26898	0.84663	0.41888	0.88524	0.3972	0.81089	0.0050515	0.0159	0.957	0.99816	0.98731	0.99608	-0.83073	-0.2639285
Naa30	5	-0.73855	-2.7251	0.060522	0.41275	0.0064289	0.078354	-1.0024	-3.695	0.017571	0.20879	0.00021988	0.0050647	-0.9699	-0.26385
Fbxl15	5	0.05458	0.13201	0.62084	0.95923	0.89498	0.97071	-0.20898	-0.50351	0.53257	0.94434	0.61461	0.87274	-0.63552	-0.26356
Shh	5	0.34841	1.6462	0.018701	0.21641	0.099722	0.61191	0.085288	0.40296	0.53288	0.94445	0.68698	0.89733	-1.24324	-0.263122
Atp5g2	5	-0.18039	-1.0065	0.59952	0.95611	0.31417	0.78366	-0.4435	-2.4738	0.2294	0.74966	0.013368	0.1387	-1.4673	-0.26311
Cox18	5	-0.51495	-2.2351	0.17432	0.66044	0.02541	0.23915	-0.77762	-3.3737	0.050144	0.3808	0.00074166	0.013029	-1.1386	-0.26267
Pfkfb3	5	0.22011	1.379	0.12675	0.57573	0.16789	0.7204	-0.042435	-0.2658	0.97488	0.99816	0.7904	0.93482	-1.6448	-0.262545
Tomm20l	5	0.25588	1.0064	0.077117	0.46413	0.3142	0.78366	-0.0064281	-0.025222	0.88995	0.99417	0.97988	0.99506	-1.031622	-0.2623081
Olfr1102	5	0.2632	1.7356	0.069975	0.4425	0.082632	0.55787	0.001055	0.0069555	0.86159	0.99376	0.99445	0.99831	-1.7286445	-0.262145
Clock	5	0.36167	1.9485	0.015156	0.1902	0.051356	0.40928	0.099813	0.53762	0.48145	0.92837	0.59084	0.86228	-1.41088	-0.261857
Terf1	5	-1.5918	-3.5885	0.00082203	0.025641	0.00033256	0.0070666	-1.8536	-4.1557	5.14E-05	0.0028986	3.24E-05	0.0011909	-0.5672	-0.2618
Prss38	5	0.42003	1.5805	0.0054973	0.093531	0.11398	0.64326	0.15828	0.59501	0.29537	0.81953	0.55184	0.84724	-0.98549	-0.26175
Vars2	5	-1.4736	-3.3209	0.0014899	0.038309	0.00089736	0.016024	-1.7352	-3.8808	0.00041102	0.016981	0.00010411	0.0028582	-0.5599	-0.2616
Dnm1l	5	-0.92138	-2.7772	0.025483	0.2586	0.0054836	0.068375	-1.182	-3.5512	0.0072441	0.11253	0.00038353	0.0077519	-0.774	-0.26062
Mesdc2	5	-0.70066	-2.6551	0.073469	0.45296	0.0079287	0.093316	-0.96126	-3.6371	0.021835	0.24148	0.00027578	0.0060041	-0.982	-0.2606
Pclo	5	0.16575	0.77751	0.24358	0.7564	0.43686	0.82378	-0.093019	-0.43602	0.81134	0.99168	0.66282	0.88971	-1.21353	-0.258769
Tmem69	5	-0.024479	-0.10986	0.93932	0.99926	0.91252	0.9759	-0.28315	-1.2683	0.41358	0.90327	0.2047	0.72679	-1.15844	-0.258671
Sh2b1	5	-0.060234	-0.33018	0.93506	0.99926	0.74127	0.92606	-0.3187	-1.7439	0.36503	0.87264	0.081172	0.55204	-1.41372	-0.258466
Alg8	5	-1.1793	-3.5259	0.0068331	0.10769	0.0004221	0.00863	-1.4371	-4.2944	0.0017982	0.044872	1.75E-05	0.00079352	-0.7685	-0.2578
Vps54	5	-0.16037	-1.1315	0.64185	0.96443	0.25784	0.76509	-0.41788	-2.9472	0.25236	0.77597	0.003207	0.042695	-1.8157	-0.25751
Qrsl1	5	-1.6241	-3.9961	0.0006679	0.021959	6.44E-05	0.0019929	-1.8815	-4.6007	0	0	4.21E-06	0.00029109	-0.6046	-0.2574
Alg3	5	-0.31227	-1.445	0.37695	0.86041	0.14844	0.69737	-0.56957	-2.6319	0.13337	0.60683	0.0084917	0.094796	-1.1869	-0.2573
Ndufs6	5	-0.23837	-1.1874	0.49137	0.91681	0.23506	0.75893	-0.49553	-2.4675	0.18583	0.69705	0.013605	0.14093	-1.2801	-0.25716
Slain2	5	0.37935	1.138	0.010738	0.14993	0.25511	0.76455	0.12239	0.36715	0.40619	0.90138	0.71351	0.90615	-0.77085	-0.25696
Tspan31	5	-0.28151	-1.2739	0.42093	0.88688	0.20271	0.73632	-0.53802	-2.4279	0.15444	0.64514	0.015188	0.15526	-1.154	-0.25651
Xylt1	5	0.1642	1.3834	0.24707	0.75963	0.16655	0.71893	-0.092299	-0.77759	0.81335	0.99168	0.43681	0.79783	-2.16099	-0.256499
Gm10309	2	0.1678	0.49913	0.4813	0.91565	0.61768	0.88516	-0.088653	-0.26341	0.74348	0.9854	0.79224	0.93516	-0.76254	-0.256453
A230072I06Rik	5	0.35878	1.6919	0.015824	0.19556	0.090658	0.58449	0.1029	0.48488	0.47138	0.92615	0.62776	0.87621	-1.20702	-0.25588
Ociad1	5	-0.48893	-2.0564	0.19482	0.69932	0.039741	0.33971	-0.74444	-3.1236	0.058261	0.41027	0.0017864	0.026522	-1.0672	-0.25551
Sf3a2	5	-2.4622	-5.3037	0	0	1.13E-07	2.55E-05	-2.7175	-5.8539	0	0	4.80E-09	5.50E-06	-0.5502	-0.2553
Cdk1	5	-1.7683	-4.2451	0.00035964	0.015317	2.19E-05	0.00088238	-2.0233	-4.8353	0	0	1.33E-06	0.00013838	-0.5902	-0.255
Rps27	1	-2.676	-2.4657	0.023068	0.24402	0.013676	0.14658	-2.931	-2.7009	0.014797	0.18617	0.0069149	0.080305	-0.2352	-0.255
Icam5	5	0.052036	0.35709	0.63147	0.96189	0.72103	0.91778	-0.20255	-1.3898	0.5449	0.949	0.16458	0.70185	-1.74689	-0.254586
Gm9637	2	0.36551	0.96643	0.11498	0.55752	0.33383	0.78808	0.11095	0.29336	0.66805	0.9773	0.76925	0.92699	-0.67307	-0.25456
Ppif	5	0.09759	0.56291	0.45535	0.90273	0.5735	0.86915	-0.15669	-0.90352	0.64082	0.97135	0.36625	0.77176	-1.46643	-0.25428
Ndufs5	5	-0.56054	-2.1049	0.14211	0.60292	0.035298	0.31286	-0.81429	-3.051	0.041872	0.35052	0.0022811	0.032599	-0.9461	-0.25375
Bola3	5	-0.43197	-1.9998	0.24476	0.75659	0.045521	0.37429	-0.68477	-3.169	0.079223	0.48263	0.0015295	0.023368	-1.1692	-0.2528
Glce	5	-1.0299	-3.4769	0.015567	0.19373	0.00050715	0.010062	-1.2827	-4.328	0.0041102	0.076118	1.50E-05	0.00072478	-0.8511	-0.2528
Olfr136	1	0.67937	0.6542	0.044698	0.35627	0.51298	0.8506	0.42667	0.41087	0.21059	0.72357	0.68117	0.8965	-0.24333	-0.2527
Lsmem1	5	0.18051	1.3444	0.20515	0.70731	0.17882	0.7267	-0.071841	-0.53472	0.87885	0.99417	0.59284	0.86318	-1.87912	-0.252351
Gale	5	0.052935	0.34435	0.62788	0.9613	0.73058	0.92146	-0.1993	-1.2959	0.55246	0.95187	0.19499	0.7266	-1.64025	-0.252235
Numa1	5	-1.6759	-3.946	0.00056515	0.020333	7.95E-05	0.0023087	-1.9278	-4.5177	0	0	6.25E-06	0.00038856	-0.5717	-0.2519
Kcnj14	5	-0.049615	-0.17856	0.97179	0.99926	0.85828	0.95941	-0.30126	-1.082	0.38625	0.88583	0.27926	0.74728	-0.90344	-0.251645
Oip5	5	-2.4057	-5.0048	0	0	5.59E-07	7.21E-05	-2.6572	-5.5136	0	0	3.52E-08	1.73E-05	-0.5088	-0.2515
Etf1	5	-2.3036	-5.1783	0	0	2.24E-07	3.82E-05	-2.5547	-5.718	0	0	1.08E-08	8.39E-06	-0.5397	-0.2511
Olfr1294	1	0.12394	0.40507	0.75067	0.98305	0.68543	0.90783	-0.12708	-0.41533	0.65608	0.97563	0.6779	0.89518	-0.8204	-0.25102
Htt	5	0.15171	0.94237	0.28298	0.79807	0.346	0.79354	-0.099101	-0.61478	0.79413	0.99026	0.5387	0.84358	-1.55715	-0.250811
Dlat	5	-0.065908	-0.35809	0.91441	0.99771	0.72027	0.91745	-0.31662	-1.719	0.36776	0.87389	0.085618	0.56261	-1.36091	-0.250712
Dap3	5	-0.89119	-2.5596	0.029285	0.28148	0.01048	0.11716	-1.1411	-3.2711	0.0084772	0.12406	0.0010712	0.017433	-0.7115	-0.24991
Vmn1r27	2	0.16276	0.58996	0.49481	0.91763	0.55522	0.86392	-0.08651	-0.31351	0.74923	0.98589	0.75389	0.92141	-0.90347	-0.24927
Xpo1	5	-1.8058	-3.9998	0.00035964	0.015317	6.34E-05	0.0019803	-2.0544	-4.5349	0	0	5.76E-06	0.00036771	-0.5351	-0.2486
Bace1	5	0.067993	0.66453	0.567	0.94405	0.50635	0.84966	-0.18058	-1.7641	0.59176	0.96243	0.077709	0.53961	-2.42863	-0.248573
Ccar1	5	-0.13724	-0.61874	0.69867	0.97702	0.53609	0.85841	-0.38567	-1.7347	0.28463	0.80805	0.082799	0.55669	-1.11596	-0.24843
Phb2	5	-2.3548	-4.8845	0	0	1.04E-06	0.00010511	-2.603	-5.311	0	0	1.09E-07	3.22E-05	-0.4265	-0.2482
Supv3l1	5	-1.7749	-4.3304	0.00035964	0.015317	1.49E-05	0.00066718	-2.0226	-4.9291	0	0	8.26E-07	0.00010936	-0.5987	-0.2477
Dcps	5	-0.67287	-2.3337	0.083744	0.48026	0.019611	0.19455	-0.92055	-3.1836	0.025329	0.26154	0.0014545	0.02238	-0.8499	-0.24768
Kmt2d	5	-0.73346	-2.2834	0.062166	0.41869	0.022405	0.21696	-0.98063	-3.0451	0.019831	0.22573	0.0023262	0.033122	-0.7617	-0.24717
Slc25a19	5	-0.96448	-3.2471	0.020551	0.2274	0.0011658	0.019578	-1.2114	-4.0767	0.0062166	0.10254	4.57E-05	0.0015385	-0.8296	-0.24692
Atp5l	2	-0.14082	-0.61121	0.63584	0.96388	0.54106	0.85986	-0.38732	-1.6808	0.30985	0.83218	0.092805	0.58877	-1.06959	-0.2465
Hif1a	5	0.029776	0.20429	0.72339	0.97861	0.83812	0.95413	-0.21658	-1.4847	0.52014	0.94186	0.13761	0.68135	-1.68899	-0.246356
Atp2c2	5	0.27198	1.1669	0.061036	0.41293	0.24326	0.76233	0.025755	0.11009	0.76413	0.98712	0.91234	0.97516	-1.05681	-0.246225
Eif2b3	5	-2.0076	-4.5468	5.14E-05	0.0028249	5.45E-06	0.00032923	-2.2536	-5.0844	0	0	3.69E-07	6.53E-05	-0.5376	-0.246
Trit1	5	-0.77888	-2.7179	0.049219	0.37189	0.0065695	0.079919	-1.0244	-3.5611	0.015773	0.1948	0.00036935	0.0075356	-0.8432	-0.24552
Abcd4	5	-0.19808	-0.78801	0.56458	0.94302	0.43069	0.82259	-0.44304	-1.7587	0.22965	0.74967	0.078624	0.54257	-0.97069	-0.24496
Apba3	5	-0.12677	-0.65267	0.72719	0.97886	0.51397	0.8506	-0.37148	-1.9096	0.30112	0.82526	0.056181	0.43957	-1.25693	-0.24471
Vmn2r79	1	-0.60786	-1.0523	0.21604	0.72256	0.29266	0.78077	-0.85236	-1.4756	0.14982	0.63557	0.14005	0.6827	-0.4233	-0.2445
Gm9922	3	0.27295	0.98148	0.14447	0.60761	0.32636	0.78629	0.028468	0.10236	0.84983	0.99376	0.91847	0.97704	-0.87912	-0.244482
Tecr	5	-0.56973	-2.3477	0.13656	0.59383	0.018892	0.18905	-0.81391	-3.3529	0.041872	0.35052	0.00079956	0.013883	-1.0052	-0.24418
Dus4l	5	0.23594	1.1682	0.10162	0.52578	0.24271	0.76233	-0.0082093	-0.040643	0.89576	0.99417	0.96758	0.99172	-1.208843	-0.2441493
Mcpt4	5	0.10337	0.49774	0.43527	0.89269	0.61867	0.88587	-0.14056	-0.67508	0.68223	0.97931	0.49962	0.82565	-1.17282	-0.24393
Bpifa6	5	0.16532	1.2962	0.24419	0.7564	0.19491	0.73155	-0.078578	-0.61595	0.85645	0.99376	0.53792	0.84335	-1.91215	-0.243898
Stil	5	-0.78284	-2.712	0.048346	0.36887	0.0066888	0.081217	-1.0266	-3.5475	0.015413	0.19182	0.0003889	0.0078142	-0.8355	-0.24376
Gm13101	1	0.33698	1.1193	0.30194	0.8137	0.26301	0.76694	0.093287	0.30986	0.81931	0.99168	0.75667	0.92193	-0.80944	-0.243693
Gm17732	1	0.25663	0.86294	0.44395	0.89374	0.38817	0.80616	0.012992	0.043687	0.97513	0.99816	0.96515	0.99054	-0.819253	-0.243638
Zfp930	1	0.72618	0.71194	0.034474	0.30879	0.4765	0.83964	0.48259	0.47313	0.16102	0.65827	0.63612	0.88002	-0.23881	-0.24359
Rarb	5	0.40551	1.5437	0.0065762	0.10587	0.12267	0.66066	0.16206	0.61674	0.28519	0.80848	0.5374	0.84335	-0.92696	-0.24345
Bora	5	-1.2778	-3.5494	0.003956	0.07411	0.00038604	0.0080289	-1.5208	-4.2104	0.0011817	0.034328	2.55E-05	0.0010044	-0.661	-0.243
Toe1	5	-1.831	-4.4534	0.00025688	0.012048	8.45E-06	0.00044836	-2.0731	-5.0133	0	0	5.35E-07	8.84E-05	-0.5599	-0.2421
Htra2	5	-1.2372	-3.3246	0.0050863	0.08871	0.00088556	0.015857	-1.4793	-3.9657	0.0014899	0.039563	7.32E-05	0.0021925	-0.6411	-0.2421
Dock5	5	-0.16325	-0.77693	0.63517	0.96388	0.4372	0.82418	-0.40468	-1.9258	0.26536	0.78792	0.054131	0.4276	-1.14887	-0.24143
Ccdc181	5	0.26484	1.6414	0.068126	0.43878	0.10071	0.61427	0.023947	0.14819	0.7704	0.98712	0.88219	0.96471	-1.49321	-0.240893
Rpl35	2	-1.8747	-2.8083	0.011252	0.15477	0.0049799	0.063519	-2.1154	-3.1608	0.004367	0.079962	0.0015735	0.023908	-0.3525	-0.2407
Ppil4	5	-1.6343	-3.8729	0.0006679	0.021959	0.00010753	0.002919	-1.8749	-4.4223	0	0	9.77E-06	0.00052435	-0.5494	-0.2406
Atp6v1e1	5	-1.2242	-3.1977	0.005446	0.093146	0.0013853	0.022451	-1.4646	-3.8167	0.0016441	0.041775	0.00013525	0.0034774	-0.619	-0.2404
Zfp442	2	0.11875	0.55875	0.62356	0.96059	0.57633	0.87074	-0.12096	-0.56904	0.66677	0.97667	0.56933	0.85246	-1.12779	-0.23971
Cluh	5	-0.62554	-2.4772	0.1062	0.5366	0.01324	0.14254	-0.86498	-3.4213	0.033138	0.30544	0.00062328	0.011349	-0.9441	-0.23944
Klhl20	5	0.13368	0.58506	0.33534	0.84189	0.5585	0.86413	-0.1057	-0.46143	0.77579	0.98769	0.64449	0.88409	-1.04649	-0.23938
Ttk	5	-1.7522	-4.0839	0.00041102	0.016393	4.43E-05	0.0015094	-1.9914	-4.634	0	0	3.59E-06	0.0002585	-0.5501	-0.2392
Ifna4	4	0.14031	0.71092	0.37207	0.8604	0.47714	0.8399	-0.098749	-0.50032	0.76839	0.98712	0.61685	0.87335	-1.21124	-0.239059
Vmn1r21	2	0.21003	0.95203	0.37356	0.86041	0.34108	0.79148	-0.028969	-0.13131	0.90634	0.99417	0.89553	0.96905	-1.08334	-0.238999
BC048562	5	0.26767	0.92521	0.065095	0.42862	0.35486	0.79615	0.029164	0.10062	0.75015	0.98589	0.91985	0.97738	-0.82459	-0.238506
B4galt7	5	-0.49865	-2.0968	0.18676	0.68313	0.036013	0.31775	-0.73701	-3.0936	0.060882	0.41902	0.0019776	0.028812	-0.9968	-0.23836
Uqcrq	5	-1.118	-3.5204	0.0096075	0.13893	0.00043087	0.008745	-1.3562	-4.2662	0.0029285	0.061356	1.99E-05	0.00086299	-0.7458	-0.2382
Pih1d1	5	-0.21372	-1.3519	0.5336	0.93307	0.17642	0.72618	-0.45189	-2.8567	0.222	0.73939	0.0042811	0.053656	-1.5048	-0.23817
Nudt13	5	0.036595	0.19041	0.69621	0.97696	0.84899	0.95678	-0.2014	-1.0478	0.54773	0.95009	0.29475	0.74908	-1.23821	-0.237995
Afm	5	0.27976	2.0905	0.053792	0.38459	0.03657	0.32135	0.042198	0.31527	0.70011	0.97931	0.75256	0.92065	-1.77523	-0.237562
Nubpl	5	-0.59623	-2.5492	0.12228	0.56856	0.010797	0.11997	-0.83375	-3.5632	0.038122	0.33037	0.0003664	0.0074834	-1.014	-0.23752
Zfp954	5	0.18061	1.0282	0.20505	0.70731	0.30384	0.78336	-0.056636	-0.32224	0.92848	0.99581	0.74727	0.91884	-1.35044	-0.237246
Cept1	5	-1.3501	-3.8261	0.0027744	0.05819	0.00013019	0.0034058	-1.587	-4.4842	0.00087341	0.028571	7.32E-06	0.00042514	-0.6581	-0.2369
Ost4	4	-0.20697	-0.93738	0.53684	0.93397	0.34856	0.79386	-0.44332	-2.0068	0.2631	0.78513	0.044776	0.37447	-1.06942	-0.23635
Klhl23	5	0.21087	1.7768	0.14072	0.60227	0.075601	0.52668	-0.024897	-0.20975	0.96203	0.99816	0.83386	0.94986	-1.98655	-0.235767
Bmpr1a	5	0.33334	1.8511	0.023633	0.24718	0.06416	0.47574	0.097783	0.54294	0.4887	0.93146	0.58717	0.86098	-1.30816	-0.235557
Duox1	5	-0.20543	-0.72259	0.54917	0.93792	0.46993	0.83634	-0.44088	-1.5452	0.2315	0.75213	0.12229	0.6567	-0.82261	-0.23545
Cdk12	5	-1.1847	-2.7818	0.0067304	0.10703	0.005405	0.067568	-1.4201	-3.3207	0.0019523	0.045455	0.00089787	0.015223	-0.5389	-0.2354
Mrpl39	5	-0.91639	-2.549	0.026048	0.26202	0.010802	0.11997	-1.1509	-3.1914	0.0082203	0.12204	0.001416	0.021874	-0.6424	-0.23451
Hk2	5	-0.091155	-0.35619	0.83251	0.99117	0.7217	0.91778	-0.32562	-1.271	0.35568	0.86787	0.20373	0.7266	-0.91481	-0.234465
Hist1h4a	2	0.092164	0.29586	0.70772	0.97737	0.76733	0.93392	-0.14223	-0.45658	0.62099	0.96735	0.64797	0.88424	-0.75244	-0.234394
Gcat	5	0.077545	0.50419	0.52841	0.9301	0.61413	0.88393	-0.15676	-1.0184	0.64077	0.97135	0.3085	0.75445	-1.52259	-0.234305
Gm10300	5	0.29471	1.2993	0.043619	0.35155	0.19384	0.73155	0.060544	0.26688	0.62839	0.96841	0.78956	0.93445	-1.03242	-0.234166
Olfr1028	1	0.19803	0.70063	0.5728	0.94507	0.48353	0.84238	-0.035889	-0.12697	0.85846	0.99376	0.89896	0.97054	-0.8276	-0.233919
Ces4a	5	0.10073	1.1245	0.44323	0.89374	0.26081	0.76606	-0.1329	-1.4827	0.69934	0.97931	0.13816	0.68135	-2.6072	-0.23363
Chchd3	5	-0.52338	-2.5165	0.16744	0.65141	0.011854	0.1299	-0.75694	-3.6377	0.055025	0.39689	0.00027505	0.0060017	-1.1212	-0.23356
Pm20d1	5	0.24912	1.8017	0.08508	0.48435	0.071592	0.51035	0.015771	0.11391	0.80446	0.99168	0.90931	0.97454	-1.68779	-0.233349
2410089E03Rik	5	-0.053386	-0.26253	0.95946	0.99926	0.79291	0.94141	-0.28662	-1.4087	0.40783	0.90256	0.15891	0.69852	-1.14617	-0.233234
Nsun3	5	-0.065663	-0.44572	0.91502	0.99771	0.6558	0.89801	-0.29876	-2.0265	0.3898	0.88884	0.04271	0.36112	-1.58078	-0.233097
Cd63	5	-0.33877	-1.9671	0.34402	0.84481	0.049167	0.39673	-0.57146	-3.3165	0.1323	0.60441	0.00091164	0.015416	-1.3494	-0.23269
